Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,Maturity,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2024/11/25,CLN518,ZAG000149881,ZAG000149881 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,25-Nov-24,8,2023/05/25,9.45,JIBAR,255,,101.1024404,99.21244043,1.89,100,100,0,,0,,,,,Price,05-Dec-22,06-May-23,,,,Price Traded Methodology,
2024/02/21,CLN527,ZAG000151150,ZAG000151150 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Feb-24,5,2023/05/22,9.9,JIBAR,190,,100.1070145,100.4053707,-0.298356164,100,100,0,,0,,,,,Price,21-Feb-22,05-Dec-18,,,,Price Traded Methodology,
2024/11/25,CLN528,ZAG000151168,ZAG000151168 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,25-Nov-24,8,2023/05/25,9.45,JIBAR,235,,101.3827872,99.49278717,1.89,100,100,0,,0,,,,,Price,20-Sep-22,25-Feb-20,,,,Price Traded Methodology,
2023/06/20,CLN533,ZAG000152463,ZAG000152463 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,20-Jun-23,34,2023/06/20,10.083,JIBAR,255,,101.3928916,99.95640943,1.436482192,100,100,0,,0,,,,,Price,06-Jul-18,06-May-23,,,,Price Traded Methodology,
2025/07/18,CLN534,ZAG000152695,ZAG000152695 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jul-25,62,2023/07/18,10.258,JIBAR,230,,100.6451653,99.99877073,0.646394521,100,100,0,,0,,,,,Price,17-Dec-21,06-May-23,,,,Price Traded Methodology,
2025/07/18,CLN535,ZAG000152703,ZAG000152703 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jul-25,62,2023/07/18,10.35,R186,163,10.37,103.16179,99.95754,3.20425,10.48,9.59,0,1.9535794,1.857279486,-1.91600273,191.6002728,4.6056249,,Rate,20-Jan-21,04-May-23,,,,Illiquid Methodology,
2023/07/18,CLN536,ZAG000152711,ZAG000152711 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jul-23,62,2023/07/18,10.088,JIBAR,275,,100.5216081,99.88592591,0.635682192,100,100,0,,0,,,,,Price,02-Dec-21,11-Dec-18,,,,Price Traded Methodology,
2023/10/25,CLN537,ZAG000153420,ZAG000153420 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,25-Oct-23,69,2023/07/25,9.238,JIBAR,195,,100.1069303,99.70197687,0.404953425,100,100,0,,0,,,,,Price,17-Aug-22,06-May-23,,,,Price Traded Methodology,
2024/01/17,CLN540,ZAG000154022,ZAG000154022 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Jan-24,61,2023/07/17,11.125,JIBAR,315,,100.7323374,100.0008306,0.731506849,100,100,0,,0,,,,,Price,17-Jan-19,06-May-23,,,,Price Traded Methodology,
2024/01/17,CLN545,ZAG000155425,ZAG000155425 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Jan-24,61,2023/07/17,10.975,JIBAR,200,,101.3794595,100.6578156,0.721643836,100,100,0,,0,,,,,Price,02-Nov-22,22-Feb-22,,,,Price Traded Methodology,
2026/08/21,CLN546,ZAG000155896,ZAG000155896 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Aug-26,96,2023/08/21,10.02,R186,110,9.84,102.6517248,100.4830125,2.168712329,9.945,9.06,-0.01,2.8201955,2.687948405,,275.9225399,9.2428592,,Rate,03-Mar-23,04-May-23,,,,Price Traded Methodology,
2025/03/29,CLN547,ZAG000155904,ZAG000155904 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,29-Mar-25,135,2023/09/29,10.07,R186,115,9.89,101.4575144,100.2711856,1.186328767,9.995,9.11,-0.01,1.744132,1.661948639,,168.617178,3.6852825,,Rate,19-Jan-21,04-May-23,,,,Price Traded Methodology,
2025/11/12,CLN548,ZAG000155912,ZAG000155912 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-25,179,2023/11/12,10.16,R186,124,9.98,100.36275,100.39059,-0.02784,10.09,9.2,0,2.2729581,2.164928172,-2.17278158,217.2781582,5.9877398,,Rate,19-Jan-21,04-May-23,,,,Illiquid Methodology,
2023/11/15,CLN556,ZAG000156415,ZAG000156415 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,15-Nov-23,90,2023/08/15,9.81,JIBAR,236,,99.89137715,99.998884,-0.107506849,100,100,0,,0,,,,,Price,21-Jan-19,06-May-23,,,,Price Traded Methodology,
2023/11/12,CLN557,ZAG000156449,ZAG000156449 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-23,89,2023/08/14,9.4,JIBAR,195,,99.9737432,99.99949663,-0.025753425,100,100,0,,0,,,,,Price,15-Feb-23,06-May-23,,,,Price Traded Methodology,
2024/11/24,CLN558,ZAG000156621,ZAG000156621 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,24-Nov-24,7,2023/05/24,9.6,JIBAR,215,,101.9853822,99.98647813,1.99890411,100,100,0,,0,,,,,Price,03-Feb-23,06-May-23,,,,Price Traded Methodology,
2024/01/17,CLN559,ZAG000156878,ZAG000156878 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Jan-24,61,2023/07/17,11.875,JIBAR,390,,100.7805516,99.99972965,0.780821918,100,100,0,,0,,,,,Price,24-Apr-23,06-May-23,,,,Price Traded Methodology,
2026/02/11,CLN561,ZAG000157199,ZAG000157199 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,11-Feb-26,86,2023/08/11,9.65,JIBAR,220,,99.99955933,99.99955933,0,100,100,0,,0,,,,,Price,06-May-19,06-May-23,,,,Price Traded Methodology,
2025/11/12,CLN562,ZAG000157249,ZAG000157249 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-25,179,2023/11/12,10.16,R186,160,10.34,99.58443,99.61227,-0.02784,10.45,9.56,0,2.271937,2.160251965,-2.15127468,215.1274684,5.9637587,,Rate,21-May-20,14-Aug-22,,,,Illiquid Methodology,
2025/11/12,CLN563,ZAG000157256,ZAG000157256 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-25,179,2023/11/12,10.16,R186,110,9.84,100.66753,100.69537,-0.02784,9.95,9.06,0,2.2733545,2.166750354,-2.18121418,218.1214179,5.9970984,,Rate,29-Apr-22,26-Mar-19,,,,Illiquid Methodology,
2024/02/08,CLN564,ZAG000157363,ZAG000157363 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,08-Feb-24,83,2023/08/08,10.083,JIBAR,190,,100.1592744,100.0785607,0.080713714,100,100,0,,0,,,,,Price,15-Dec-22,27-Mar-22,,,,Price Traded Methodology,
2024/02/21,CLN565,ZAG000157371,ZAG000157371 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Feb-24,5,2023/05/22,9,JIBAR,146,,99.79145434,100.0626872,-0.271232877,100,100,0,,0,,,,,Price,15-Dec-22,23-Mar-22,,,,Price Traded Methodology,
2024/01/17,CLN566,ZAG000157710,ZAG000157710 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Jan-24,61,2023/07/17,12.125,JIBAR,300,,101.5485659,100.7513056,0.797260274,100,100,0,,0,,,,,Price,03-Jun-22,16-May-21,,,,Price Traded Methodology,
2023/06/04,CLN567,ZAG000157744,ZAG000157744 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,04-Jun-23,18,2023/06/04,9.607,JIBAR,214,,101.7081299,99.97097376,1.737156164,100,100,0,,0,,,,,Price,28-Dec-22,06-May-23,,,,Price Traded Methodology,
2024/02/11,CLN568,ZAG000157751,ZAG000157751 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,11-Feb-24,86,2023/08/11,9.3,JIBAR,185,,99.99962948,99.99962948,0,100,100,0,,0,,,,,Price,28-Nov-22,06-May-23,,,,Price Traded Methodology,
2025/11/12,CLN571,ZAG000157868,ZAG000157868 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-25,179,2023/11/12,9.98,R186,133,10.07,99.77827838,99.80562084,-0.027342466,10.175,9.29,-0.01,2.2758975,2.166799162,,216.19949,5.9932612,,Rate,14-Apr-23,04-May-23,,,,Illiquid Methodology,
2025/11/12,CLN572,ZAG000157991,ZAG000157991 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Nov-25,89,2023/08/14,9.7,JIBAR,225,,99.97288443,99.99945977,-0.026575342,100,100,0,,0,,,,,Price,22-Mar-19,06-May-23,,,,Price Traded Methodology,
2024/02/11,CLN574,ZAG000158130,ZAG000158130 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,11-Feb-24,86,2023/08/11,9.33,JIBAR,188,,99.99962291,99.99962291,0,100,100,0,,0,,,,,Price,26-Mar-19,06-May-23,,,,Price Traded Methodology,
2024/06/15,CLN575,ZAG000158148,ZAG000158148 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,15-Mar-24,29,2023/06/15,9.567,JIBAR,205,,101.4555339,99.96150925,1.494024658,100,100,0,,0,,,,,Price,28-Oct-22,06-May-23,,,,Price Traded Methodology,
2024/06/20,CLN577,ZAG000158437,ZAG000158437 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,20-Jun-24,34,2023/06/20,10.683,JIBAR,315,,101.4772318,99.95527021,1.521961644,100,100,0,,0,,,,,Price,14-Mar-23,06-May-23,,,,Price Traded Methodology,
2026/04/18,CLN578,ZAG000159096,ZAG000159096 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Apr-26,62,2023/07/18,10.008,JIBAR,205,,100.6294994,99.99885829,0.630641096,100,100,0,,0,,,,,Price,02-May-19,06-May-23,,,,Price Traded Methodology,
2024/04/02,CLN579,ZAG000159104,ZAG000159104 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,02-Apr-24,47,2023/07/03,10.308,JIBAR,235,,101.0744314,100.0012697,1.073161644,100,100,0,,0,,,,,Price,19-Apr-23,06-May-23,,,,Price Traded Methodology,
2024/05/10,CLN581,ZAG000159542,ZAG000159542 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,10-May-24,85,2023/08/10,9.45,JIBAR,200,,100.0259027,99.99854576,0.027356988,100,100,0,,0,,,,,Price,18-Jan-22,06-May-23,,,,Price Traded Methodology,
2025/09/16,CLN583,ZAG000159690,ZAG000159690 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,16-Sep-25,33,2023/06/19,10.647,JIBAR,313,,101.5877515,99.9542392,1.633512329,100,100,0,,0,,,,,Price,22-May-19,06-May-23,,,,Price Traded Methodology,
2024/04/18,CLN584,ZAG000159666,ZAG000159666 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Apr-24,62,2023/07/18,10.083,JIBAR,212.5,,100.634374,99.99900688,0.635367123,100,100,0,,0,,,,,Price,06-Oct-22,09-May-22,,,,Price Traded Methodology,
2024/05/31,CLN585,ZAG000159948,ZAG000159948 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,31-May-24,14,2023/05/31,9.425,JIBAR,180,,102.0101177,100.1509396,1.859178082,100,100,0,,0,,,,,Price,15-Dec-22,09-Aug-22,,,,Price Traded Methodology,
2025/09/16,CLN586,ZAG000159997,ZAG000159997 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,16-Sep-25,33,2023/06/19,10.667,JIBAR,225,,103.4480153,101.8114344,1.636580822,100,100,0,,0,,,,,Price,13-Dec-22,22-Feb-22,,,,Price Traded Methodology,
2026/06/10,CLN587,ZAG000160284,ZAG000160284 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,10-Jun-26,26,2023/06/12,9.612,JIBAR,98,,104.6308761,102.9981528,1.632723288,100,100,0,,0,,,,,Price,12-Jul-22,11-Jul-22,,,,Price Traded Methodology,
2024/06/18,CLN589,ZAG000160433,ZAG000160433 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jun-24,33,2023/06/19,9.533,JIBAR,200,,101.316817,99.95869094,1.358126027,100,100,0,,0,,,,,Price,19-Apr-23,06-May-23,,,,Price Traded Methodology,
2025/09/16,CLN590,ZAG000160466,ZAG000160466 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,16-Sep-25,33,2023/06/19,10.517,JIBAR,225,,103.1157098,101.5021426,1.613567123,100,100,0,,0,,,,,Price,13-Dec-22,05-May-22,,,,Price Traded Methodology,
2026/12/05,CLN591,ZAG000160706,ZAG000160706 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,05-Dec-26,19,2023/06/05,10.56,JIBAR,267,,103.1421286,101.2313833,1.910745205,100,100,0,,0,,,,,Price,08-Feb-23,13-Apr-22,,,,Price Traded Methodology,
2024/11/24,CLN593,ZAG000160748,ZAG000160748 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,24-Nov-24,7,2023/05/24,9.5,JIBAR,187.6,,102.2107049,100.2326227,1.978082192,100,100,0,,0,,,,,Price,14-Apr-23,04-Oct-22,,,,Price Traded Methodology,
2024/06/27,CLN595,ZAG000160862,ZAG000160862 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,27-Jun-24,41,2023/06/27,9.403,JIBAR,177,,101.1906134,100.0313394,1.159273973,100,100,0,,0,,,,,Price,15-Nov-22,06-May-23,,,,Price Traded Methodology,
2024/11/24,CLN596,ZAG000160896,ZAG000160896 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,24-Nov-24,7,2023/05/24,9.5,JIBAR,205,,101.9646521,99.98656991,1.978082192,100,100,0,,0,,,,,Price,22-Jul-19,06-May-23,,,,Price Traded Methodology,
2024/11/24,CLN597,ZAG000160904,ZAG000160904 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,24-Nov-24,191,2023/11/24,9.16,R186,57,9.31,104.0339,99.81779,4.21611,9.42,8.53,0,1.4081303,1.345497413,-1.39977346,139.9773457,2.5758505,,Price,09-Jul-19,14-Aug-22,,,,Illiquid Methodology,
2026/04/02,CLN598,ZAG000160912,ZAG000160912 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,02-Apr-26,47,2023/07/03,9.958,JIBAR,200,,101.0385133,100.00179,1.036723288,100,100,0,,0,,,,,Price,15-Oct-20,06-May-23,,,,Price Traded Methodology,
2024/12/10,CLN599,ZAG000161084,ZAG000161084 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,10-Dec-24,26,2023/06/12,9.092,JIBAR,160,,101.5076178,99.96322333,1.544394521,100,100,0,,0,,,,,Price,28-Jun-22,06-May-23,,,,Price Traded Methodology,
2024/06/18,CLN600,ZAG000161126,ZAG000161126 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jun-24,33,2023/06/19,9.533,JIBAR,200,,101.316817,99.95869094,1.358126027,100,100,0,,0,,,,,Price,22-Jul-19,06-May-23,,,,Price Traded Methodology,
2024/06/18,CLN601,ZAG000161142,ZAG000161142 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Jun-24,33,2023/06/19,9.533,JIBAR,200,,101.316817,99.95869094,1.358126027,100,100,0,,0,,,,,Price,26-Mar-20,06-May-23,,,,Price Traded Methodology,
2023/06/04,CLN602,ZAG000161134,ZAG000161134 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,04-Jun-23,18,2023/06/04,9.267,JIBAR,180,,101.287,99.688,1.6,0,0,0,,0,,,,,Price,27-Sep-22,14-Dec-21,,,,Issuer Valuated,
2024/08/05,CLN603,ZAG000161407,ZAG000161407 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,05-Aug-24,80,2023/08/05,8.745,R186,15.5,8.895,102.09904,99.82294,2.2761,9.005,8.115,0,1.1755376,1.125481824,-1.14910613,114.9106134,1.8496181,,Price,06-Feb-23,14-Aug-22,,,,Illiquid Methodology,
2024/08/05,CLN604,ZAG000161399,ZAG000161399 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,05-Aug-24,82,2023/08/07,9.475,JIBAR,150,,100.1521426,99.99638916,0.155753425,100,100,0,,0,,,,,Price,24-Oct-22,06-May-23,,,,Price Traded Methodology,
2024/08/12,CLN605,ZAG000161639,ZAG000161639 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,12-Aug-24,89,2023/08/14,8.685,JIBAR,165,,99.49084372,99.51463825,-0.023794521,100,100,0,,0,,,,,Price,20-Mar-20,06-May-23,,,,Price Traded Methodology,
2026/04/14,CLN606,ZAG000161894,ZAG000161894 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,14-Apr-26,58,2023/07/14,11.358,JIBAR,250,,103.0775207,102.2373399,0.840180822,100,100,0,,0,,,,,Price,03-Jun-22,29-May-22,,,,Price Traded Methodology,
2024/01/17,CLN607,ZAG000161969,ZAG000161969 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Jan-24,61,2023/07/17,10.225,JIBAR,225,,100.6743898,100.002061,0.672328767,100,100,0,,0,,,,,Price,21-Aug-19,06-May-23,,,,Price Traded Methodology,
2024/08/22,CLN608,ZAG000162082,ZAG000162082 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,22-Aug-24,5,2023/05/22,9.4,JIBAR,195,,101.9979892,99.98922209,2.008767123,100,100,0,,0,,,,,Price,28-Aug-19,06-May-23,,,,Price Traded Methodology,
2024/10/23,CLN610,ZAG000162231,ZAG000162231 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,23-Oct-24,68,2023/07/24,9.748,JIBAR,179,,100.452076,99.99805957,0.454016438,100,100,0,,0,,,,,Price,15-Dec-22,20-Jul-22,,,,Price Traded Methodology,
2026/04/14,CLN611,ZAG000162421,ZAG000162421 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,14-Apr-26,58,2023/07/14,11.308,JIBAR,275,,102.3219161,101.4854339,0.836482192,100,100,0,,0,,,,,Price,09-Sep-19,22-Feb-22,,,,Price Traded Methodology,
2025/03/07,CLN612,ZAG000162637,ZAG000162637 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,07-Mar-25,21,2023/06/07,9.467,JIBAR,200,,101.6536013,99.96769719,1.68590411,100,100,0,,0,,,,,Price,28-Oct-22,06-May-23,,,,Price Traded Methodology,
2024/08/22,CLN613,ZAG000162686,ZAG000162686 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,22-Aug-24,5,2023/05/22,9.7,JIBAR,175,,102.6578745,100.5849978,2.072876712,100,100,0,,0,,,,,Price,06-Apr-23,06-May-23,,,,Price Traded Methodology,
2026/05/31,CLN614,ZAG000162876,ZAG000162876 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,30-Nov-23,13,2023/05/30,9.4,JIBAR,175,,101.938727,100.0844804,1.854246575,100,100,0,,0,,,,,Price,23-Feb-23,06-May-23,,,,Price Traded Methodology,
2029/12/20,CLN616,ZAG000163163,ZAG000163163 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,20-Dec-29,34,2023/06/20,11.233,JIBAR,370,,95.95,94.442,1.508,0,0,0,,0,,,,,Price,25-Jan-23,14-Dec-21,,,,Issuer Valuated,
2024/12/20,CLN617,ZAG000163296,ZAG000163296 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,20-Dec-24,34,2023/06/20,10.033,JIBAR,170,,102.5652393,101.1358804,1.429358904,100,100,0,,0,,,,,Price,02-Nov-22,29-May-22,,,,Price Traded Methodology,
2024/05/31,CLN619,ZAG000163841,ZAG000163841 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,31-May-24,14,2023/05/31,9.14,JIBAR,165,,101.8203301,100.0173712,1.802958904,100,100,0,,0,,,,,Price,22-Jun-22,06-Oct-21,,,,Price Traded Methodology,
2024/10/28,CLN620,ZAG000163924,ZAG000163924 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,28-Oct-24,72,2023/07/28,9.578,JIBAR,162,,100.3381405,99.9970063,0.341134247,100,100,0,,0,,,,,Price,05-May-21,06-May-23,,,,Price Traded Methodology,
2024/10/28,CLN621,ZAG000163932,ZAG000163932 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,28-Oct-24,72,2023/07/28,9.608,JIBAR,140,,100.6777257,100.3355229,0.34220274,100,100,0,,0,,,,,Price,15-Dec-22,23-Mar-22,,,,Price Traded Methodology,
2024/12/20,CLN623,ZAG000163981,ZAG000163981 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,20-Dec-24,34,2023/06/20,11.533,JIBAR,400,,99.54,98.153,1.388,0,0,0,,0,,,,,Price,25-Jul-22,31-Jan-23,,,,Issuer Valuated,
2025/08/19,CLN626,ZAG000164138,ZAG000164138 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.31,JIBAR,286,,102.251709,99.99198302,2.259726027,100,100,0,,0,,,,,Price,23-May-22,06-May-23,,,,Price Traded Methodology,
2034/07/31,CLN627,ZAG000164351,ZAG000164351 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,31-Jul-34,75,2023/07/31,10.762,JIBAR,304,,98.75878466,98.49342027,0.265364384,100,100,0,,0,,,,,Price,29-Sep-22,14-Jul-22,,,,Price Traded Methodology,
2034/07/31,CLN628,ZAG000164369,ZAG000164369 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,31-Jul-34,75,2023/07/31,9.25,R209,164,13.14,80.01064,77.47639,2.53425,13.155,12.42,0.02,6.4243152,6.028258573,-4.82324819,482.3248186,53.9567641,,Rate,31-Jan-23,04-May-23,,,,Illiquid Methodology,
2024/11/20,CLN629,ZAG000164658,ZAG000164658 Corp,STANDARD BANK SO AFRICA,BANK,Unsecured,20-Nov-24,5,2023/05/22,9.125,JIBAR,152,,102.2074279,100.2074279,2,100,100,0,,0,,,,,Price,17-Nov-22,06-May-23,,,,Price Traded Methodology,
2025/08/19,CLN630,ZAG000164757,ZAG000164757 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,94,2023/08/19,9.5,R186,180,10.54,100.03839,97.93017,2.10822,10.65,9.76,0,2.0567423,1.9537782,-1.9545283,195.4528302,5.0038731,,Rate,21-Feb-22,04-May-23,,,,Illiquid Methodology,
2025/08/19,CLN631,ZAG000164765,ZAG000164765 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.28,JIBAR,283,,102.245152,99.99200136,2.253150685,100,100,0,,0,,,,,Price,25-Jan-23,06-May-23,,,,Price Traded Methodology,
2024/11/21,CLN632,ZAG000164849,ZAG000164849 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Nov-24,5,2023/05/22,9.18,JIBAR,160,,102.1592818,100.1723777,1.98690411,100,100,0,,0,,,,,Price,17-Nov-22,07-Apr-21,,,,Price Traded Methodology,
2034/10/09,CLN633,ZAG000165069,ZAG000165069 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,09-Oct-34,54,2023/07/10,11.603,JIBAR,364.5,,100.9522187,99.99854751,0.953671233,100,100,0,,0,,,,,Price,01-Apr-22,06-May-23,,,,Price Traded Methodology,
2027/02/09,CLN634,ZAG000165200,ZAG000165200 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,09-Nov-24,85,2023/08/10,9.45,JIBAR,200,,100.0515594,99.99686276,0.054696681,100,100,0,,0,,,,,Price,23-Feb-23,17-May-22,,,,Price Traded Methodology,
2025/12/19,CLN635,ZAG000165598,ZAG000165598 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.45,JIBAR,242,,104.3289894,101.9509072,2.378082192,100,100,0,,0,,,,,Price,06-Apr-23,13-Apr-22,,,,Price Traded Methodology,
2024/11/21,CLN636,ZAG000165606,ZAG000165606 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Nov-24,5,2023/05/22,9.15,JIBAR,170,,101.9697687,99.98935772,1.980410959,100,100,0,,0,,,,,Price,14-Mar-23,06-May-23,,,,Price Traded Methodology,
2025/08/19,CLN637,ZAG000165663,ZAG000165663 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.25,JIBAR,280,,102.238595,99.99201965,2.246575342,100,100,0,,0,,,,,Price,03-Feb-23,06-May-23,,,,Price Traded Methodology,
2025/08/19,CLN638,ZAG000165697,ZAG000165697 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.49,JIBAR,245,,103.4701802,101.1710021,2.299178082,100,100,0,,0,,,,,Price,21-Jun-22,06-May-23,,,,Price Traded Methodology,
2025/08/19,CLN640,ZAG000165820,ZAG000165820 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.45,JIBAR,340,,102.3697262,99.99164399,2.378082192,100,100,0,,0,,,,,Price,08-Feb-23,06-May-23,,,,Price Traded Methodology,
2023/10/17,CLN643,ZAG000166067,ZAG000166067 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,17-Oct-23,61,2023/07/17,9.505,JIBAR,153,,100.6280281,100.0030418,0.624986301,100,100,0,,0,,,,,Price,20-Jun-22,06-May-23,,,,Price Traded Methodology,
2024/11/21,CLN644,ZAG000166083,ZAG000166083 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,21-Nov-24,5,2023/05/22,9.18,JIBAR,173,,101.9762417,99.98933764,1.98690411,100,100,0,,0,,,,,Price,13-Aug-20,06-May-23,,,,Price Traded Methodology,
2024/12/18,CLN645,ZAG000166109,ZAG000166109 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Dec-24,33,2023/06/19,9.423,JIBAR,189,,101.3012446,99.95878984,1.342454795,100,100,0,,0,,,,,Price,21-Jun-22,06-May-23,,,,Price Traded Methodology,
2027/01/29,CLN646,ZAG000166117,ZAG000166117 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,29-Jan-24,75,2023/07/31,10.112,JIBAR,200,,100.3475032,100.0981662,0.249336986,100,100,0,,0,,,,,Price,06-Oct-21,06-May-23,,,,Price Traded Methodology,
2024/12/18,CLN647,ZAG000166265,ZAG000166265 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,18-Dec-24,33,2023/06/19,9.433,JIBAR,190,,101.3026553,99.95877588,1.343879452,100,100,0,,0,,,,,Price,12-Nov-21,16-Feb-21,,,,Price Traded Methodology,
2025/08/19,CLN648,ZAG000166257,ZAG000166257 Corp,STANDARD BANK SO AFRICA,BANK,Sr Unsecured,19-Aug-25,2,2023/05/19,10.25,JIBAR,275,,102.338166,100.0915907,2.246575342,100,100,0,,0,,,,,Price,12-Nov-21,06-Oct-21,,,,Price Traded Methodology,
