Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Maturity,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2030/01/31,ASN693,ZAG000179573,ZAG000179573 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-26,10.747,JIBAR,278,,100.5708152,99.98193847,0.588876712,100,100,0,,0,,,,,Price,12-Dec-22,15-May-23,,,,Price Traded Methodology,
2030/01/31,ASN694,ZAG000179581,ZAG000179581 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-30,9.783,JIBAR,182.5,,100.6223906,99.97912481,0.643265753,100,100,0,,0,,,,,Price,03-May-23,08-Mar-23,,,,Price Traded Methodology,
2030/01/31,ASN695,ZAG000179565,ZAG000179565 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-30,9.55,JIBAR,278,,100.3839331,99.75598794,0.627945205,0,0,0,,0,,,,,Price,12-Dec-22,15-May-23,,,,Price Traded Methodology,
2026/06/20,ASN700,ZAG000179730,ZAG000179730 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.883,JIBAR,235,,101.6689583,99.96312543,1.705832877,100,100,0,,0,,,,,Price,14-Feb-22,10-Nov-21,,,,Price Traded Methodology,
2026/06/20,ASN702,ZAG000179854,ZAG000179854 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.933,JIBAR,240,,101.677512,99.96304898,1.714463014,100,100,0,,0,,,,,Price,15-Sep-21,15-May-23,,,,Price Traded Methodology,
2024/06/20,ASN703,ZAG000180092,ZAG000180092 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-24,9.233,JIBAR,140,,101.8621355,100.2684944,1.593641096,100,100,0,,0,,,,,Price,15-May-23,09-Aug-22,,,,Price Traded Methodology,
2026/11/09,ASN707,ZAG000181330,ZAG000181330 Corp,ABSA BANK LTD,BANK,Sr Unsecured,45,2023/08/10,09-Nov-26,10.243,JIBAR,226,,100.3432039,99.97838473,0.364819178,100,100,0,,0,,,,,Price,21-Nov-22,15-May-23,,,,Price Traded Methodology,
2024/05/04,ASN713,ZAG000180134,ZAG000180134 Corp,ABSA BANK LTD,BANK,Sr Unsecured,39,2023/08/04,04-May-24,9.06,JIBAR,421,,100.4758952,99.88041576,0.595479452,100,100,0,,0,,,,,Price,22-Sep-21,15-May-23,,,,Price Traded Methodology,
2025/08/19,ASN714,ZAG000180159,ZAG000180159 Corp,ABSA BANK LTD,BANK,Sr Unsecured,54,2023/08/19,19-Aug-23,10.48,JIBAR,303,,100.0860175,99.99462931,0.091388236,100,100,0,,0,,,,,Price,22-Sep-21,15-May-23,,,,Price Traded Methodology,
2032/03/31,ASN715,ZAG000180266,ZAG000180266 Corp,ABSA BANK LTD,BANK,Sr Unsecured,#N/A N/A,#N/A N/A,31-Mar-32,10.71,JIBAR,328,,101.5928883,99.99185814,1.601030137,100,100,0,,0,,,,,Price,28-Sep-21,15-May-23,,,,Price Traded Methodology,
2033/09/15,ASN716,ZAG000180316,ZAG000180316 Corp,ABSA BANK LTD,BANK,Sr Unsecured,81,2023/09/15,15-Sep-33,11.717,JIBAR,420,,102.1503966,99.96750341,2.182893151,100,100,0,,0,,,,,Price,29-Sep-21,15-May-23,,,,Price Traded Methodology,
2024/09/30,ASN718,ZAG000180373,ZAG000180373 Corp,ABSA BANK LTD,BANK,Sr Unsecured,4,2023/06/30,30-Sep-24,6.47,JIBAR,128,,101.2409458,99.95515125,1.285794521,100,100,0,,0,,,,,Price,14-Apr-23,15-May-23,,,,Price Traded Methodology,
2024/06/12,ASN721,ZAG000180662,ZAG000180662 Corp,ABSA BANK LTD,BANK,Sr Unsecured,78,2023/09/12,12-Jun-24,9.8,JIBAR,230,,101.8542854,99.97483337,1.879452055,100,100,0,,0,,,,,Price,08-Oct-21,15-May-23,,,,Price Traded Methodology,
2023/06/05,ASN733,ZAG000181009,ZAG000181009 Corp,ABSA BANK LTD,BANK,Sr Unsecured,#N/A N/A,#N/A Field Not Applicable,05-Jun-23,9.917,JIBAR,245,,102.0760003,99.98392085,2.092079452,100,100,0,,0,,,,,Price,26-Oct-21,15-May-23,,,,Price Traded Methodology,
2030/01/31,ASN735,ZAG000181165,ZAG000181165 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-26,10.517,JIBAR,255,,100.5584669,99.98219295,0.576273973,100,100,0,,0,,,,,Price,29-Oct-21,15-May-23,,,,Price Traded Methodology,
2031/02/28,ASN736,ZAG000181173,ZAG000181173 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,28-Feb-26,10.45,JIBAR,300,,99.73850551,99.99617675,-0.257671233,100,100,0,,0,,,,,Price,29-Oct-21,15-May-23,,,,Price Traded Methodology,
2032/03/31,ASN737,ZAG000181181,ZAG000181181 Corp,ABSA BANK LTD,BANK,Sr Unsecured,4,2023/06/30,31-Mar-26,11.208,JIBAR,325,,101.5889336,99.9921774,1.596756164,100,100,0,,0,,,,,Price,29-Oct-21,15-May-23,,,,Price Traded Methodology,
2026/06/20,ASN742,ZAG000181769,ZAG000181769 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.633,JIBAR,210,,101.6261844,99.96350222,1.662682192,100,100,0,,0,,,,,Price,02-Mar-22,15-May-23,,,,Price Traded Methodology,
2026/06/20,ASN746,ZAG000181959,ZAG000181959 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.733,JIBAR,220,,101.6432951,99.96335259,1.679942466,100,100,0,,0,,,,,Price,24-Nov-21,15-May-23,,,,Price Traded Methodology,
2024/11/25,ASN747,ZAG000181934,ZAG000181934 Corp,ABSA BANK LTD,BANK,Sr Unsecured,#N/A N/A,#N/A Field Not Applicable,25-Nov-24,5.49,JIBAR,,,93.33200291,93.3620851,-0.030082192,0,0,0,,0,,,,,Price,30-Jan-23,30-Aug-22,,,,Price Traded Methodology,
2030/01/31,ASN748,ZAG000181967,ZAG000181967 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Oct-26,10.167,JIBAR,220,,100.5393685,99.98227262,0.55709589,100,100,0,,0,,,,,Price,28-Dec-21,15-May-23,,,,Price Traded Methodology,
2026/12/21,ASN769,ZAG000182676,ZAG000182676 Corp,ABSA BANK LTD,BANK,Sr Unsecured,87,2023/09/21,21-Dec-26,10.3,JIBAR,402,,101.5809264,99.85955654,1.721369863,0,0,0,,0,,,,,Price,17-Dec-21,15-May-23,,,,Price Traded Methodology,
2026/12/21,ASN770,ZAG000182684,ZAG000182684 Corp,ABSA BANK LTD,BANK,Sr Unsecured,87,2023/09/21,21-Dec-26,9.85,JIBAR,357,,101.5063492,99.86018477,1.646164384,0,0,0,,0,,,,,Price,17-Dec-21,15-May-23,,,,Price Traded Methodology,
2026/12/21,ASN783,ZAG000182940,ZAG000182940 Corp,ABSA BANK LTD,BANK,Sr Unsecured,178,2023/12/21,21-Dec-26,10.5,R186,110.384,10.864,103.3089352,98.93633247,4.37260274,10.86384,9.06384,0.1,2.9453165,2.793571888,,288.6009372,10.2408104,,Price,14-Jan-22,15-May-23,,,,Illiquid Methodology,
2033/09/15,ASN791,ZAG000183765,ZAG000183765 Corp,ABSA BANK LTD,BANK,Sr Unsecured,56,2023/09/21,15-Mar-25,11.717,JIBAR,420,,102.150592,99.96769884,2.182893151,100,100,0,,0,,,,,Price,17-Feb-23,15-May-23,,,,Price Traded Methodology,
2037/01/31,ASN796,ZAG000184268,ZAG000184268 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,10.2,R2 037,-119,11.22,102.431833,99.32991522,3.101917808,11.22,9.8,0.08,0.6689956,0.633458539,,64.88631933,0.7115686,,Price,09-Mar-22,21-Sep-22,,,,Illiquid Methodology,
2030/01/31,ASN803,ZAG000184375,ZAG000184375 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-27,11.017,JIBAR,305,,100.5849724,99.98130115,0.603671233,100,100,0,,0,,,,,Price,24-Mar-23,15-May-23,,,,Price Traded Methodology,
2030/03/31,ASN804,ZAG000184458,ZAG000184458 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-27,10.117,JIBAR,215,,100.5367136,99.98235741,0.554356164,100,100,0,,0,,,,,Price,14-Mar-22,15-May-23,,,,Price Traded Methodology,
2030/01/31,ASN806,ZAG000184508,ZAG000184508 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Jan-30,10.127,JIBAR,216,,100.5372633,99.98235916,0.55490411,100,100,0,,0,,,,,Price,14-Mar-22,15-May-23,,,,Price Traded Methodology,
2026/12/21,ASN808,ZAG000184524,ZAG000184524 Corp,ABSA BANK LTD,BANK,Sr Unsecured,87,2023/09/21,21-Dec-26,8.975,JIBAR,145,,101.4626567,99.96272523,1.499931507,100,100,0,,0,,,,,Price,14-Mar-22,15-May-23,,,,Price Traded Methodology,
2025/04/06,ASN818,ZAG000184961,ZAG000184961 Corp,ABSA BANK LTD,BANK,Sr Unsecured,10,2023/07/06,06-Apr-25,9.35,JIBAR,298,,101.3689125,99.99042481,1.378487671,100,100,0,,0,,,,,Price,31-Oct-22,15-May-23,,,,Price Traded Methodology,
2026/04/02,ASN820,ZAG000184995,ZAG000184995 Corp,ABSA BANK LTD,BANK,Sr Unsecured,7,2023/07/03,02-Apr-26,10.018,JIBAR,206,,101.3382466,99.99336437,1.344882192,100,100,0,,0,,,,,Price,05-Apr-22,15-May-23,,,,Price Traded Methodology,
2025/04/08,ASN821,ZAG000185042,ZAG000185042 Corp,ABSA BANK LTD,BANK,Sr Unsecured,14,2023/07/10,08-Apr-25,9.358,JIBAR,140,,101.0433585,99.9921859,1.051172603,100,100,0,,0,,,,,Price,08-Feb-23,15-May-23,,,,Price Traded Methodology,
2025/04/08,ASN822,ZAG000185067,ZAG000185067 Corp,ABSA BANK LTD,BANK,Sr Unsecured,14,2023/07/10,08-Apr-25,9.768,JIBAR,160,,101.4439846,100.3467572,1.097227397,100,100,0,,0,,,,,Price,08-Feb-23,09-Aug-22,,,,Price Traded Methodology,
2037/01/31,ASN823,ZAG000185166,ZAG000185166 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-37,10.283,JIBAR,,,82.92120909,82.35775704,0.563452055,0,0,0,,0,,,,,Price,07-Apr-22,21-Sep-22,,,,Price Traded Methodology,
2025/04/08,ASN824,ZAG000185059,ZAG000185059 Corp,ABSA BANK LTD,BANK,Sr Unsecured,14,2023/07/10,08-Apr-25,9.718,JIBAR,176,,101.0833201,99.99170915,1.091610959,100,100,0,,0,,,,,Price,07-Apr-22,15-May-23,,,,Price Traded Methodology,
2025/04/08,ASN825,ZAG000185075,ZAG000185075 Corp,ABSA BANK LTD,BANK,Sr Unsecured,14,2023/07/10,08-Apr-25,9.58,JIBAR,312,,100.87014,99.79403042,1.076109589,0,0,0,,0,,,,,Price,07-Apr-22,15-May-23,,,,Price Traded Methodology,
2025/04/08,ASN826,ZAG000185083,ZAG000185083 Corp,ABSA BANK LTD,BANK,Sr Unsecured,14,2023/07/10,08-Apr-25,9.5,JIBAR,310,,100.8533354,99.78621209,1.067123288,0,0,0,,0,,,,,Price,06-Apr-22,15-May-23,,,,Price Traded Methodology,
2027/04/14,ASN831,ZAG000185299,ZAG000185299 Corp,ABSA BANK LTD,BANK,Sr Unsecured,18,2023/07/14,14-Apr-27,10.05,JIBAR,313,,101.1415864,99.98721927,1.154367123,100,100,0,,0,,,,,Price,06-Oct-22,15-May-23,,,,Price Traded Methodology,
2027/04/14,ASN832,ZAG000185307,ZAG000185307 Corp,ABSA BANK LTD,BANK,Sr Unsecured,18,2023/07/14,14-Apr-27,9,JIBAR,208,,101.034019,99.98896695,1.045052055,100,100,0,,0,,,,,Price,09-Feb-23,15-May-23,,,,Price Traded Methodology,
2027/04/14,ASN833,ZAG000185281,ZAG000185281 Corp,ABSA BANK LTD,BANK,Sr Unsecured,18,2023/07/14,14-Apr-27,9,JIBAR,208,,101.034019,99.98896695,1.045052055,100,100,0,,0,,,,,Price,15-Dec-22,15-May-23,,,,Price Traded Methodology,
2030/01/31,ASN834,ZAG000185323,ZAG000185323 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-25,11.017,JIBAR,305,,100.5851239,99.98145265,0.603671233,100,100,0,,0,,,,,Price,19-Apr-22,15-May-23,,,,Price Traded Methodology,
2026/06/20,ASN837,ZAG000185349,ZAG000185349 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.603,JIBAR,205,,101.672953,100.0154489,1.65750411,100,100,0,,0,,,,,Price,19-Apr-23,12-Jun-22,,,,Price Traded Methodology,
2027/04/21,ASN838,ZAG000185372,ZAG000185372 Corp,ABSA BANK LTD,BANK,Sr Unsecured,25,2023/07/21,21-Apr-27,9.818,JIBAR,186,,100.8199327,99.98607521,0.833857534,100,100,0,,0,,,,,Price,30-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/04/21,ASN839,ZAG000185364,ZAG000185364 Corp,ABSA BANK LTD,BANK,Sr Unsecured,25,2023/07/21,21-Apr-27,9.768,JIBAR,181,,100.8157574,99.98614644,0.829610959,100,100,0,,0,,,,,Price,30-Nov-22,15-May-23,,,,Price Traded Methodology,
2027/04/21,ASN840,ZAG000185356,ZAG000185356 Corp,ABSA BANK LTD,BANK,Sr Unsecured,25,2023/07/21,21-Apr-27,9.768,JIBAR,181,,100.8157574,99.98614644,0.829610959,100,100,0,,0,,,,,Price,03-Oct-22,15-May-23,,,,Price Traded Methodology,
2027/04/22,ASN841,ZAG000185430,ZAG000185430 Corp,ABSA BANK LTD,BANK,Sr Unsecured,28,2023/07/24,22-Apr-27,10.158,JIBAR,220,,100.7636338,99.98438998,0.779243836,100,100,0,,0,,,,,Price,21-Apr-22,15-May-23,,,,Price Traded Methodology,
2042/04/25,ASN842,ZAG000185497,ZAG000185497 Corp,ABSA BANK LTD,BANK,Sr Unsecured,29,2023/07/25,25-Apr-42,11.502,JIBAR,,,90.71202102,89.86118814,0.850832877,0,0,0,,0,,,,,Price,22-Apr-22,21-Sep-22,,,,Price Traded Methodology,
2025/04/29,ASN848,ZAG000185588,ZAG000185588 Corp,ABSA BANK LTD,BANK,Sr Unsecured,24,2023/07/20,29-Apr-25,9.42,JIBAR,290,,100.5776547,99.98220266,0.595452055,100,100,0,,0,,,,,Price,06-Jul-22,15-May-23,,,,Price Traded Methodology,
2025/04/29,ASN849,ZAG000185596,ZAG000185596 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,29-Apr-25,9.37,JIBAR,285,,100.5749637,99.98225135,0.592712329,100,100,0,,0,,,,,Price,28-Oct-22,15-May-23,,,,Price Traded Methodology,
2027/06/20,ASN851,ZAG000185992,ZAG000185992 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-27,9.633,JIBAR,210,,101.6262814,99.96359925,1.662682192,100,100,0,,0,,,,,Price,14-Dec-22,15-May-23,,,,Price Traded Methodology,
2025/06/20,ASN852,ZAG000186123,ZAG000186123 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-25,9.833,JIBAR,230,,101.6606815,99.96347877,1.69720274,100,100,0,,0,,,,,Price,17-May-22,15-May-23,,,,Price Traded Methodology,
2031/02/28,ASN856,ZAG000186321,ZAG000186321 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-26,10.45,JIBAR,300,,99.7385807,99.99625194,-0.257671233,100,100,0,,0,,,,,Price,20-Jul-22,15-May-23,,,,Price Traded Methodology,
2027/01/19,ASN857,ZAG000186446,ZAG000186446 Corp,ABSA BANK LTD,BANK,Sr Unsecured,23,2023/07/19,19-Jan-27,10.628,JIBAR,267,,100.946521,99.98563333,0.960887671,100,100,0,,0,,,,,Price,30-Mar-23,15-May-23,,,,Price Traded Methodology,
2027/06/01,ASN860,ZAG000186503,ZAG000186503 Corp,ABSA BANK LTD,BANK,Sr Unsecured,1436,#N/A Field Not Applicable,01-Jun-27,0,,,,100,100,0,0,0,0,,0,,,,,Price,03-Jun-22,01-Jun-22,,,,Issuer Valuated,
2025/10/29,ASN861,ZAG000186594,ZAG000186594 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,29-Oct-25,10.067,JIBAR,210,,100.5345154,99.98289897,0.551616438,100,100,0,,0,,,,,Price,02-Jun-22,15-May-23,,,,Price Traded Methodology,
2042/04/25,ASN862,ZAG000186610,ZAG000186610 Corp,ABSA BANK LTD,BANK,Sr Unsecured,29,2023/07/25,25-Apr-42,11.712,JIBAR,,,92.48516317,91.61879605,0.866367123,0,0,0,,0,,,,,Price,03-Jun-22,21-Sep-22,,,,Price Traded Methodology,
2030/01/31,ASN863,ZAG000186685,ZAG000186685 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jul-26,9.103,JIBAR,,,98.67971645,98.18092193,0.498794521,0,0,0,,0,,,,,Price,07-Jun-22,21-Sep-22,,,,Price Traded Methodology,
2027/06/09,ASN864,ZAG000186735,ZAG000186735 Corp,ABSA BANK LTD,BANK,Sr Unsecured,77,2023/09/11,09-Jun-27,9.483,JIBAR,200,,101.9013912,99.97881041,1.922580822,100,100,0,,0,,,,,Price,09-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/06/09,ASN865,ZAG000186743,ZAG000186743 Corp,ABSA BANK LTD,BANK,Sr Unsecured,77,2023/09/11,09-Jun-27,9.483,JIBAR,200,,101.9013912,99.97881041,1.922580822,100,100,0,,0,,,,,Price,09-Jun-22,15-May-23,,,,Price Traded Methodology,
2023/06/09,ASN866,ZAG000186784,ZAG000186784 Corp,ABSA BANK LTD,BANK,Sr Unsecured,#N/A N/A,#N/A Field Not Applicable,09-Jun-23,8.433,JIBAR,95,,101.6895949,99.97989075,1.70970411,100,100,0,,0,,,,,Price,09-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/06/14,ASN867,ZAG000186859,ZAG000186859 Corp,ABSA BANK LTD,BANK,Sr Unsecured,80,2023/09/14,14-Jun-27,9.47,JIBAR,197,,101.7618959,99.97167673,1.790219178,100,100,0,,0,,,,,Price,15-Mar-23,15-May-23,,,,Price Traded Methodology,
2027/06/14,ASN868,ZAG000186867,ZAG000186867 Corp,ABSA BANK LTD,BANK,Sr Unsecured,80,2023/09/14,14-Jun-27,9.47,JIBAR,197,,101.7618959,99.97167673,1.790219178,100,100,0,,0,,,,,Price,15-Mar-23,15-May-23,,,,Price Traded Methodology,
2032/03/31,ASN869,ZAG000187105,ZAG000187105 Corp,ABSA BANK LTD,BANK,Sr Unsecured,4,2023/06/30,30-Sep-27,10.958,JIBAR,300,,101.5536855,99.99254573,1.561139726,100,100,0,,0,,,,,Price,13-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/06/21,ASN872,ZAG000187303,ZAG000187303 Corp,ABSA BANK LTD,BANK,Sr Unsecured,87,2023/09/21,21-Jun-27,9.325,JIBAR,180,,101.5207254,99.96230074,1.558424658,100,100,0,,0,,,,,Price,20-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/06/20,ASN878,ZAG000187741,ZAG000187741 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-27,10.933,JIBAR,340,,101.8486681,99.96160237,1.887065753,100,100,0,,0,,,,,Price,29-Jun-22,15-May-23,,,,Price Traded Methodology,
2027/06/20,ASN880,ZAG000187782,ZAG000187782 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-27,10.833,JIBAR,330,,101.8315701,99.96176462,1.869805479,100,100,0,,0,,,,,Price,30-Jun-22,15-May-23,,,,Price Traded Methodology,
2028/03/09,ASN885,ZAG000188061,ZAG000188061 Corp,ABSA BANK LTD,BANK,Sr Unsecured,77,2023/09/11,09-Mar-28,9.858,JIBAR,237.5,,101.9770006,99.97839235,1.998608219,100,100,0,,0,,,,,Price,24-Nov-22,15-May-23,,,,Price Traded Methodology,
2029/04/18,ASN886,ZAG000188079,ZAG000188079 Corp,ABSA BANK LTD,BANK,Sr Unsecured,22,2023/07/18,18-Apr-29,10.233,JIBAR,227.5,,100.9399525,99.98674152,0.953210959,100,100,0,,0,,,,,Price,26-Jan-23,15-May-23,,,,Price Traded Methodology,
2028/06/29,ASN887,ZAG000188129,ZAG000188129 Corp,ABSA BANK LTD,BANK,Sr Unsecured,3,2023/06/29,29-Jun-28,10.283,JIBAR,272.5,,101.4737842,99.95246361,1.521320548,100,100,0,,0,,,,,Price,12-Jul-22,15-May-23,,,,Price Traded Methodology,
2028/09/15,ASN888,ZAG000188137,ZAG000188137 Corp,ABSA BANK LTD,BANK,Sr Unsecured,81,2023/09/15,15-Sep-28,10.082,JIBAR,256.5,,101.8484067,99.97011631,1.878290411,100,100,0,,0,,,,,Price,12-Jul-22,15-May-23,,,,Price Traded Methodology,
2037/01/31,ASN889,ZAG000188640,ZAG000188640 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-24,11.61,R186,255,12.31,103.06673,99.53602,3.53071,12.31,10.51,0.09,0.6658519,0.627244947,-0.64648089,64.64808925,0.7004123,,Rate,01-Aug-22,15-May-23,,,,Illiquid Methodology,
2027/06/20,ASN902,ZAG000188939,ZAG000188939 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-27,10.733,JIBAR,320,,91.480335,91.480335,0,100,100,0,,0,,,,,Price,04-May-23,16-Aug-22,,,,Issuer Valuated,
2030/01/31,ASN903,ZAG000188947,ZAG000188947 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-30,9.608,JIBAR,165,,100.6111445,99.97938564,0.631758904,100,100,0,,0,,,,,Price,09-Mar-23,15-May-23,,,,Price Traded Methodology,
2026/06/20,ASN904,ZAG000189135,ZAG000189135 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Jun-26,9.533,JIBAR,200,,101.6090723,99.9636504,1.645421918,100,100,0,,0,,,,,Price,18-Aug-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN913,ZAG000189739,ZAG000189739 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.65,JIBAR,320,,99.73376528,99.99636802,-0.26260274,100,100,0,,0,,,,,Price,14-Dec-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN915,ZAG000189879,ZAG000189879 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.85,JIBAR,340,,99.72894885,99.9964831,-0.267534247,100,100,0,,0,,,,,Price,12-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN916,ZAG000189903,ZAG000189903 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.65,JIBAR,320,,99.73376528,99.99636802,-0.26260274,100,100,0,,0,,,,,Price,15-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN917,ZAG000189911,ZAG000189911 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.45,JIBAR,300,,99.73858383,99.99625506,-0.257671233,100,100,0,,0,,,,,Price,15-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN918,ZAG000190026,ZAG000190026 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.55,JIBAR,310,,99.73617429,99.99631128,-0.260136986,100,100,0,,0,,,,,Price,19-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN919,ZAG000190034,ZAG000190034 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.7,JIBAR,325,,99.73256097,99.99639659,-0.263835616,100,100,0,,0,,,,,Price,19-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN920,ZAG000190125,ZAG000190125 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.55,JIBAR,310,,99.73617429,99.99631128,-0.260136986,100,100,0,,0,,,,,Price,22-Sep-22,15-May-23,,,,Price Traded Methodology,
2035/02/28,ASN921,ZAG000190117,ZAG000190117 Corp,ABSA BANK LTD,BANK,Sr Unsecured,66,2023/08/31,31-Aug-27,10.7,JIBAR,325,,99.73256097,99.99639659,-0.263835616,100,100,0,,0,,,,,Price,22-Sep-22,15-May-23,,,,Price Traded Methodology,
2027/12/20,ASN930,ZAG000190570,ZAG000190570 Corp,ABSA BANK LTD,BANK,Sr Unsecured,78,2023/09/12,20-Dec-27,11.463,JIBAR,393,,93.666154,93.666154,0,100,100,0,,0,,,,,Price,04-May-23,14-Feb-23,,,,Issuer Valuated,
2027/12/20,ASN932,ZAG000190653,ZAG000190653 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-27,11.773,JIBAR,424,,91.4080155,91.4080155,0,100,100,0,,0,,,,,Price,04-May-23,14-Feb-23,,,,Issuer Valuated,
2025/12/20,ASN934,ZAG000190711,ZAG000190711 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-25,10.433,JIBAR,290,,101.7629782,99.96221386,1.800764384,100,100,0,,0,,,,,Price,04-Oct-22,15-May-23,,,,Price Traded Methodology,
2027/12/20,ASN936,ZAG000190745,ZAG000190745 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-27,15.683,JIBAR,815,,104.060378,104.060378,0,100,100,0,,0,,,,,Price,05-Oct-22,14-Feb-23,,,,Issuer Valuated,
2027/12/20,ASN937,ZAG000190885,ZAG000190885 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-27,11.183,JIBAR,365,,101.8914913,99.96127483,1.930216438,100,100,0,,0,,,,,Price,11-Oct-22,15-May-23,,,,Price Traded Methodology,
2030/01/31,ASN938,ZAG000190893,ZAG000190893 Corp,ABSA BANK LTD,BANK,Sr Unsecured,35,2023/07/31,31-Jan-30,10.487,JIBAR,252,,100.5565601,99.98192995,0.574630137,100,100,0,,0,,,,,Price,11-Oct-22,15-May-23,,,,Price Traded Methodology,
2027/12/20,ASN940,ZAG000190992,ZAG000190992 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-27,10.533,JIBAR,300,,101.7803369,99.9623122,1.818024658,100,100,0,,0,,,,,Price,06-Dec-22,15-May-23,,,,Price Traded Methodology,
2027/12/20,ASN941,ZAG000191081,ZAG000191081 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-27,10.163,JIBAR,263,,101.7170371,99.96287549,1.754161644,100,100,0,,0,,,,,Price,18-Oct-22,15-May-23,,,,Price Traded Methodology,
2025/12/20,ASN943,ZAG000191115,ZAG000191115 Corp,ABSA BANK LTD,BANK,Sr Unsecured,86,2023/09/20,20-Dec-25,9.833,JIBAR,230,,101.6603651,99.9631624,1.69720274,100,100,0,,0,,,,,Price,21-Dec-22,15-May-23,,,,Price Traded Methodology,
